ID,Name,Description,Organization,Organization_Type,Address,City,Postcode,Region,Phone,Email,Categories,Keywords,Min_Age,Max_Age,Youth_Specific,Indigenous_Specific,Data_Source,Status
356b0d12-255f-4a60-9369-685b2ea4ad55,"PCYC Charters Towers","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"58 Mosman Street, Charters Towers QLD 4820",Queensland,4820,charters_towers,(07) 4787 1985,charterstowers@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
8aa14bca-2c7c-4718-bf2a-3187872cc874,"PCYC Chinchilla","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"45 Heeney Street, Chinchilla QLD 4413",Queensland,4413,chinchilla,(07) 4662 8355,chinchilla@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
106ade24-de2c-45dc-9098-e767c7a01857,"PCYC Dalby","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"58 Condamine Street, Dalby QLD 4405",Queensland,4405,dalby,(07) 4662 3844,dalby@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
a26b5e78-cd53-45af-9e73-c4fc92b23074,"PCYC Emerald","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"1 Hospital Road, Emerald QLD 4720",Queensland,4720,emerald,(07) 4982 4711,emerald@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
86242e30-ae1a-4784-ae17-6aef5c53a98b,"PCYC Gladstone","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"39 Goondoon Street, Gladstone QLD 4680",Gladstone,4680,gladstone,(07) 4972 5877,gladstone@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
1814fa92-2a96-4e58-a627-ed29bae84402,"PCYC Gympie","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"3 Lawrence Street, Gympie QLD 4570",Queensland,4570,gympie,(07) 5482 4722,gympie@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
374e722c-7c82-4780-9cf7-eac4af980ab6,"PCYC Hervey Bay","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"351 The Esplanade, Hervey Bay QLD 4655",Hervey Bay,4655,fraser_coast,(07) 4124 8544,herveybay@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
2c2e5cb6-7b92-4b9f-ae1d-596a761a279d,"PCYC Innisfail","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"2 Rankin Street, Innisfail QLD 4860",Queensland,4860,innisfail,(07) 4061 6822,innisfail@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
c9ffb312-a68d-42b9-bc25-831bb4040ffa,"PCYC Kingaroy","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"123 Haly Street, Kingaroy QLD 4610",Queensland,4610,kingaroy,(07) 4162 6100,kingaroy@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
6d8281b1-2b9b-4592-b9e1-ab92afe166dd,"PCYC Longreach","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"74 Galah Street, Longreach QLD 4730",Queensland,4730,longreach,(07) 4658 4277,longreach@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
83c712c3-ec24-4714-bd63-2c0ac09e15a4,"PCYC Mackay","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"22 Brisbane Street, Mackay QLD 4740",Brisbane,4740,mackay,(07) 4957 2144,mackay@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
b7503717-02da-4d04-8cf1-77827799198e,"PCYC Maryborough","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"180 Adelaide Street, Maryborough QLD 4650",Queensland,4650,fraser_coast,(07) 4121 4722,maryborough@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
8fcbc986-8d56-42ab-bc4a-34a1d5c679fe,"PCYC Mount Isa","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"23 Simpson Street, Mount Isa QLD 4825",Mount Isa,4825,mount_isa,(07) 4743 7355,mountisa@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
e673740f-e8e6-4d17-96fb-21b97e6647cf,"PCYC Proserpine","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"22 Main Street, Proserpine QLD 4800",Queensland,4800,whitsundays,(07) 4945 4711,proserpine@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
ebc5741c-b893-4455-9d11-6dd76c99e199,"PCYC Rockhampton","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"208 Musgrave Street, Rockhampton QLD 4700",Rockhampton,4700,rockhampton,(07) 4922 4900,rockhampton@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
95bcbe3f-1323-4866-b8c0-d0889766533a,"PCYC Roma","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"71 McDowall Street, Roma QLD 4455",Queensland,4455,roma,(07) 4622 4355,roma@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
0a50f167-99c5-43c1-8ea9-5f7d475908ea,"PCYC Thursday Island","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"Milman Street, Thursday Island QLD 4875",Queensland,4875,torres_strait,(07) 4069 2100,thursdayisland@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
6e2ff50c-b35b-4053-974c-573ec8a2cfbb,"PCYC Toowoomba","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"81 Neil Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,(07) 4631 4965,toowoomba@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
e5027170-2dd9-4637-884a-654fce84b7dc,"PCYC Townsville","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"201 Ingham Road, West End QLD 4810",Queensland,4810,townsville,(07) 4725 1300,townsville@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
839c7496-5ac7-4ea0-9fa6-c65c12a16f05,"PCYC Warwick","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"78 Palmerin Street, Warwick QLD 4370",Queensland,4370,southern_downs,(07) 4661 9700,warwick@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
9c17fa1f-2077-4b7e-b8b3-298962a51640,"PCYC Weipa","Youth development programs including sports, recreation, education support, leadership development, and crime prevention. Programs for ages 5-25 including after-school care, holiday programs, fitness ","",,"Western Avenue, Weipa QLD 4874",Queensland,4874,weipa,(07) 4069 7633,weipa@pcyc.org.au,"youth_development, sports_recreation, crime_prevention, education_support","pcyc, sports, recreation, youth, police, community, leadership",5,25,true,false,pcyc_mega_expansion,active
5492a8de-8353-41a4-9d1a-55c81fa7edbb,"Brisbane Youth Services - Crisis Accommodation","Emergency and transitional housing for young people experiencing homelessness or family breakdown.","",,"167 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3407 7800,brisbane.youth.services@missionaustralia.org.au,"crisis_accommodation, community_service","community, support, youth, crisis accommodation",12,25,true,false,community_services_mega,active
2719a0bf-34d9-43ae-9ef8-3d23403f188e,"Brisbane Youth Services - Family Support","Counseling and support services for families and young people to strengthen relationships and prevent family breakdown.","",,"167 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3407 7800,brisbane.youth.services@missionaustralia.org.au,"family_support, community_service","community, support, youth, family support",12,25,true,false,community_services_mega,active
41266ba6-4b04-43a3-85c2-33808eeb04ce,"Brisbane Youth Services - Employment Training","Job readiness training, work experience programs, and employment placement assistance for young people.","",,"167 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3407 7800,brisbane.youth.services@missionaustralia.org.au,"employment_training, community_service","community, support, youth, employment training",12,25,true,false,community_services_mega,active
7fb0f3a4-c74d-4591-ab76-0b02875c7e6d,"Logan Youth Hub - Youth Mentoring","One-on-one mentoring programs connecting young people with positive adult role models.","",,"38 Wembley Road, Logan Central QLD 4114",Logan,4114,logan,(07) 3299 8200,logan.youth.hub@missionaustralia.org.au,"youth_mentoring, community_service","community, support, youth, youth mentoring",12,25,true,false,community_services_mega,active
7a027cea-bed6-41f2-9ed2-f135522683a7,"Logan Youth Hub - Education Support","Academic support, tutoring, and alternative education pathways for young people.","",,"38 Wembley Road, Logan Central QLD 4114",Logan,4114,logan,(07) 3299 8200,logan.youth.hub@missionaustralia.org.au,"education_support, community_service","community, support, youth, education support",12,25,true,false,community_services_mega,active
f151e87a-2bde-488f-a70a-d0abd8228c3f,"Gold Coast Family Services - Family Support","Counseling and support services for families and young people to strengthen relationships and prevent family breakdown.","",,"46 Scarborough Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5561 4950,gold.coast.family.services@missionaustralia.org.au,"family_support, community_service","community, support, youth, family support",12,25,true,false,community_services_mega,active
f2e83a35-7334-48e6-80a2-5255f1c8b2f1,"Gold Coast Family Services - Domestic Violence","Support services for young people affected by domestic and family violence.","",,"46 Scarborough Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5561 4950,gold.coast.family.services@missionaustralia.org.au,"domestic_violence, community_service","community, support, youth, domestic violence",12,25,true,false,community_services_mega,active
9ea044f8-d646-49d0-a48e-282f29ca7590,"Townsville Community Services - Housing Support","Assistance with finding and maintaining stable housing for young people.","",,"142 Walker Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4724 5200,townsville.community.services@missionaustralia.org.au,"housing_support, community_service","community, support, youth, housing support",12,25,true,false,community_services_mega,active
afbe2b65-ef18-4e74-8d7b-af5877658c29,"Townsville Community Services - Youth Programs","Recreational, educational, and developmental programs designed specifically for young people.","",,"142 Walker Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4724 5200,townsville.community.services@missionaustralia.org.au,"youth_programs, community_service","community, support, youth, youth programs",12,25,true,false,community_services_mega,active
740a910d-6e05-47e9-8bd7-2cfbba26250d,"Cairns Youth Support - Crisis Support","24/7 crisis intervention and support services for young people in immediate need.","",,"58 Abbott Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4031 2400,cairns.youth.support@missionaustralia.org.au,"crisis_support, community_service","community, support, youth, crisis support",12,25,true,false,community_services_mega,active
b459c0aa-f070-48e7-9a9a-0af45b1a4ab2,"Cairns Youth Support - Employment Training","Job readiness training, work experience programs, and employment placement assistance for young people.","",,"58 Abbott Street, Cairns QLD 4870",Cairns,4870,cairns,(07) 4031 2400,cairns.youth.support@missionaustralia.org.au,"employment_training, community_service","community, support, youth, employment training",12,25,true,false,community_services_mega,active
1b2373cb-ba72-467e-8a2b-7b294879e367,"Brisbane Youth Services - Crisis Accommodation","Emergency and transitional housing for young people experiencing homelessness or family breakdown.","",,"69 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3222 6400,brisbane.youth.services@thesalvationarmy.org.au,"crisis_accommodation, community_service","community, support, youth, crisis accommodation",12,25,true,false,community_services_mega,active
c1966454-7799-44dd-b786-1b013171a5d9,"Brisbane Youth Services - Family Support","Counseling and support services for families and young people to strengthen relationships and prevent family breakdown.","",,"69 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3222 6400,brisbane.youth.services@thesalvationarmy.org.au,"family_support, community_service","community, support, youth, family support",12,25,true,false,community_services_mega,active
1ffdd815-4856-4105-af1b-66228be18add,"Ipswich Family Store - Financial Assistance","Emergency financial relief and budgeting support for young people and families.","",,"117 Brisbane Street, Ipswich QLD 4305",Brisbane,4305,ipswich,(07) 3281 4044,ipswich.family.store@thesalvationarmy.org.au,"financial_assistance, community_service","community, support, youth, financial assistance",12,25,true,false,community_services_mega,active
fae4125a-2641-4915-b3dd-8a29bc12b47f,"Ipswich Family Store - Material Aid","Provision of essential items like food, clothing, and household goods.","",,"117 Brisbane Street, Ipswich QLD 4305",Brisbane,4305,ipswich,(07) 3281 4044,ipswich.family.store@thesalvationarmy.org.au,"material_aid, community_service","community, support, youth, material aid",12,25,true,false,community_services_mega,active
ac017594-fab5-44d1-89b9-c38e5a531184,"Gold Coast Centre - Emergency Relief","Immediate assistance with basic needs including food, accommodation, and essential services.","",,"32 Beryl Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5591 3200,gold.coast.centre@thesalvationarmy.org.au,"emergency_relief, community_service","community, support, youth, emergency relief",12,25,true,false,community_services_mega,active
37ff9082-1a6d-412f-b0df-00f0f50fdb92,"Gold Coast Centre - Youth Programs","Recreational, educational, and developmental programs designed specifically for young people.","",,"32 Beryl Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5591 3200,gold.coast.centre@thesalvationarmy.org.au,"youth_programs, community_service","community, support, youth, youth programs",12,25,true,false,community_services_mega,active
9a856be2-4ee8-4f18-8534-b09391c053e7,"Toowoomba Corps - Community Support","General community support services including advocacy, information, and referral services.","",,"154 Hume Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,(07) 4634 4122,toowoomba.corps@thesalvationarmy.org.au,"community_support, community_service","community, support, youth, community support",12,25,true,false,community_services_mega,active
0b7a69b1-0cc9-4cc6-9d89-0b8c76fd0e3d,"Toowoomba Corps - Youth Activities","Recreational and social activities designed to engage young people in positive community activities.","",,"154 Hume Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,(07) 4634 4122,toowoomba.corps@thesalvationarmy.org.au,"youth_activities, community_service","community, support, youth, youth activities",12,25,true,false,community_services_mega,active
7a641509-e607-4697-af9c-9bc32a7fe8f9,"Rockhampton Centre - Crisis Support","24/7 crisis intervention and support services for young people in immediate need.","",,"139 William Street, Rockhampton QLD 4700",Rockhampton,4700,rockhampton,(07) 4927 6464,rockhampton.centre@thesalvationarmy.org.au,"crisis_support, community_service","community, support, youth, crisis support",12,25,true,false,community_services_mega,active
31025039-7195-467d-94a8-34fcf7c36583,"Rockhampton Centre - Family Assistance","Practical and emotional support for families experiencing difficulties.","",,"139 William Street, Rockhampton QLD 4700",Rockhampton,4700,rockhampton,(07) 4927 6464,rockhampton.centre@thesalvationarmy.org.au,"family_assistance, community_service","community, support, youth, family assistance",12,25,true,false,community_services_mega,active
85e03110-1aca-4752-8c60-045c4db10ea7,"Mackay Family Store - Emergency Relief","Immediate assistance with basic needs including food, accommodation, and essential services.","",,"34 Brisbane Street, Mackay QLD 4740",Brisbane,4740,mackay,(07) 4951 3200,mackay.family.store@thesalvationarmy.org.au,"emergency_relief, community_service","community, support, youth, emergency relief",12,25,true,false,community_services_mega,active
9e027ef8-ab81-4696-b17e-af8cb82f87ca,"Mackay Family Store - Youth Support","Comprehensive support services addressing the diverse needs of young people.","",,"34 Brisbane Street, Mackay QLD 4740",Brisbane,4740,mackay,(07) 4951 3200,mackay.family.store@thesalvationarmy.org.au,"youth_support, community_service","community, support, youth, youth support",12,25,true,false,community_services_mega,active
38bd42b0-54f1-4007-93f5-795de08c8047,"Bundaberg Corps - Community Programs","Community-based programs designed to strengthen communities and support vulnerable members.","",,"73 Bourbong Street, Bundaberg QLD 4670",Bundaberg,4670,bundaberg,(07) 4153 1400,bundaberg.corps@thesalvationarmy.org.au,"community_programs, community_service","community, support, youth, community programs",12,25,true,false,community_services_mega,active
e5577b14-6135-4645-8929-adade5f63429,"Bundaberg Corps - Youth Development","Programs focused on building life skills, leadership, and personal development in young people.","",,"73 Bourbong Street, Bundaberg QLD 4670",Bundaberg,4670,bundaberg,(07) 4153 1400,bundaberg.corps@thesalvationarmy.org.au,"youth_development, community_service","community, support, youth, youth development",12,25,true,false,community_services_mega,active
17d0111b-4cd2-4073-988b-665c06abf8aa,"Brisbane Children Services - Child Protection","Community support services for young people and families.","",,"25 Elizabeth Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3253 4000,brisbane.children.services@unitingcarequeensland.org.au,"child_protection, community_service","community, support, youth, child protection",12,25,true,false,community_services_mega,active
31ab7a98-d44e-44ed-a704-3ac884099e21,"Brisbane Children Services - Family Support","Counseling and support services for families and young people to strengthen relationships and prevent family breakdown.","",,"25 Elizabeth Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3253 4000,brisbane.children.services@unitingcarequeensland.org.au,"family_support, community_service","community, support, youth, family support",12,25,true,false,community_services_mega,active
bf3494c3-909e-4270-b4f1-e78ed1066012,"Logan Family Services - Family Counseling","Community support services for young people and families.","",,"150 Wembley Road, Logan Central QLD 4114",Logan,4114,logan,(07) 3299 1500,logan.family.services@unitingcarequeensland.org.au,"family_counseling, community_service","community, support, youth, family counseling",12,25,true,false,community_services_mega,active
d17b38f9-6636-4b37-a6ce-e30e9e8dfc60,"Logan Family Services - Youth Programs","Recreational, educational, and developmental programs designed specifically for young people.","",,"150 Wembley Road, Logan Central QLD 4114",Logan,4114,logan,(07) 3299 1500,logan.family.services@unitingcarequeensland.org.au,"youth_programs, community_service","community, support, youth, youth programs",12,25,true,false,community_services_mega,active
0e9117e3-d217-4bb4-899c-fa56c2c36103,"Gold Coast Community Care - Aged Care","Community support services for young people and families.","",,"1681 Gold Coast Highway, Burleigh Heads QLD 4220",Gold Coast,4220,gold_coast,(07) 5535 1300,gold.coast.community.care@unitingcarequeensland.org.au,"aged_care, community_service","community, support, youth, aged care",12,25,true,false,community_services_mega,active
1893ed20-6b5c-431b-bec9-cf6ea62faa25,"Gold Coast Community Care - Disability Support","Community support services for young people and families.","",,"1681 Gold Coast Highway, Burleigh Heads QLD 4220",Gold Coast,4220,gold_coast,(07) 5535 1300,gold.coast.community.care@unitingcarequeensland.org.au,"disability_support, community_service","community, support, youth, disability support",12,25,true,false,community_services_mega,active
34537c26-1f82-44d2-9ff8-6fc06ec3c491,"Sunshine Coast Services - Community Services","Community support services for young people and families.","",,"31 Aerodrome Road, Maroochydore QLD 4558",Queensland,4558,sunshine_coast,(07) 5479 2200,sunshine.coast.services@unitingcarequeensland.org.au,"community_services, community_service","community, support, youth, community services",12,25,true,false,community_services_mega,active
80a7b9f3-0f58-469c-8bcd-1b89f9a0a20e,"Sunshine Coast Services - Family Support","Counseling and support services for families and young people to strengthen relationships and prevent family breakdown.","",,"31 Aerodrome Road, Maroochydore QLD 4558",Queensland,4558,sunshine_coast,(07) 5479 2200,sunshine.coast.services@unitingcarequeensland.org.au,"family_support, community_service","community, support, youth, family support",12,25,true,false,community_services_mega,active
e7a73dff-98b4-401f-8535-25717664d4a4,"Townsville Family Centre - Parenting Programs","Community support services for young people and families.","",,"18 Blackwood Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4724 1800,townsville.family.centre@unitingcarequeensland.org.au,"parenting_programs, community_service","community, support, youth, parenting programs",12,25,true,false,community_services_mega,active
80dcd060-18d1-4e0d-bc66-2a864d3f80f7,"Townsville Family Centre - Youth Support","Comprehensive support services addressing the diverse needs of young people.","",,"18 Blackwood Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4724 1800,townsville.family.centre@unitingcarequeensland.org.au,"youth_support, community_service","community, support, youth, youth support",12,25,true,false,community_services_mega,active
9130b174-6722-4d86-acc9-c116c9231ee2,"Brisbane Family Services - Family Support","Counseling and support services for families and young people to strengthen relationships and prevent family breakdown.","",,"417 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3831 5000,brisbane.family.services@anglicaresouthernqueensland.org.au,"family_support, community_service","community, support, youth, family support",12,25,true,false,community_services_mega,active
6bf32f46-8d20-4ef0-9492-e0133fa08ecb,"Brisbane Family Services - Emergency Relief","Immediate assistance with basic needs including food, accommodation, and essential services.","",,"417 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3831 5000,brisbane.family.services@anglicaresouthernqueensland.org.au,"emergency_relief, community_service","community, support, youth, emergency relief",12,25,true,false,community_services_mega,active
cb3ec4e5-2ff4-49fd-ba02-24d7dd72bd2b,"Ipswich Community Services - Financial Counseling","Community support services for young people and families.","",,"8 Roderick Street, Ipswich QLD 4305",Ipswich,4305,ipswich,(07) 3282 4555,ipswich.community.services@anglicaresouthernqueensland.org.au,"financial_counseling, community_service","community, support, youth, financial counseling",12,25,true,false,community_services_mega,active
263d4a19-9bab-4862-b349-7e0e45173283,"Ipswich Community Services - Community Support","General community support services including advocacy, information, and referral services.","",,"8 Roderick Street, Ipswich QLD 4305",Ipswich,4305,ipswich,(07) 3282 4555,ipswich.community.services@anglicaresouthernqueensland.org.au,"community_support, community_service","community, support, youth, community support",12,25,true,false,community_services_mega,active
e9293ee0-d4e6-424e-a23d-f3433aa8726a,"Gold Coast Regional Office - Aged Care","Community support services for young people and families.","",,"7 Bay Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5561 2777,gold.coast.regional.office@anglicaresouthernqueensland.org.au,"aged_care, community_service","community, support, youth, aged care",12,25,true,false,community_services_mega,active
479dd8bd-6311-44ff-8def-44ac3affa214,"Gold Coast Regional Office - Disability Services","Community support services for young people and families.","",,"7 Bay Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5561 2777,gold.coast.regional.office@anglicaresouthernqueensland.org.au,"disability_services, community_service","community, support, youth, disability services",12,25,true,false,community_services_mega,active
f12a3d2f-80a4-498a-84d5-7e0cb3d7bfda,"Toowoomba Office - Community Programs","Community-based programs designed to strengthen communities and support vulnerable members.","",,"216 Hume Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,(07) 4634 8000,toowoomba.office@anglicaresouthernqueensland.org.au,"community_programs, community_service","community, support, youth, community programs",12,25,true,false,community_services_mega,active
8852b2d2-9de4-44e0-9aae-5dd346f938b6,"Toowoomba Office - Family Assistance","Practical and emotional support for families experiencing difficulties.","",,"216 Hume Street, Toowoomba QLD 4350",Toowoomba,4350,toowoomba,(07) 4634 8000,toowoomba.office@anglicaresouthernqueensland.org.au,"family_assistance, community_service","community, support, youth, family assistance",12,25,true,false,community_services_mega,active
949df045-fd24-4e00-9568-7003e7913517,"Brisbane Street Outreach - Street Outreach","Community support services for young people and families.","",,"167 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3407 5500,brisbane.street.outreach@youthoffthestreets.org.au,"street_outreach, community_service","community, support, youth, street outreach",12,25,true,false,community_services_mega,active
d1e7d605-15ef-4d22-be44-d2d7b4b94ead,"Brisbane Street Outreach - Crisis Accommodation","Emergency and transitional housing for young people experiencing homelessness or family breakdown.","",,"167 Ann Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3407 5500,brisbane.street.outreach@youthoffthestreets.org.au,"crisis_accommodation, community_service","community, support, youth, crisis accommodation",12,25,true,false,community_services_mega,active
fe03cf61-9b65-45d8-88c5-2463f21389f5,"Gold Coast Youth Program - Youth Mentoring","One-on-one mentoring programs connecting young people with positive adult role models.","",,"46 Scarborough Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5561 8800,gold.coast.youth.program@youthoffthestreets.org.au,"youth_mentoring, community_service","community, support, youth, youth mentoring",12,25,true,false,community_services_mega,active
2a92e193-6322-4753-ae1d-825134b6ae73,"Gold Coast Youth Program - Life Skills","Community support services for young people and families.","",,"46 Scarborough Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5561 8800,gold.coast.youth.program@youthoffthestreets.org.au,"life_skills, community_service","community, support, youth, life skills",12,25,true,false,community_services_mega,active
22aca5cc-a479-47fe-903f-8f4a3c3dc10e,"Brisbane Student Support Services","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"30 Mary Street, Brisbane QLD 4000",Brisbane,4000,brisbane,(07) 3513 5333,youth.support@queenslanddepartmentofeducation.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
c5b6701b-04ff-4fdb-b41f-10046c03fe6e,"Gold Coast Education Support","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"2 Scarborough Street, Southport QLD 4215",Queensland,4215,gold_coast,(07) 5552 7333,youth.support@queenslanddepartmentofeducation.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
5c501d13-6cbe-4338-8e94-502c90dc1c9c,"Sunshine Coast Student Services","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"31 Aerodrome Road, Maroochydore QLD 4558",Queensland,4558,sunshine_coast,(07) 5429 6333,youth.support@queenslanddepartmentofeducation.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
7b7e6988-6a81-41a5-bc7a-40c70b2e6799,"Townsville Education Support","Education support services for young people including alternative education pathways, vocational training, literacy and numeracy support, school re-engagement programs, and career guidance.","",,"77 Denham Street, Townsville QLD 4810",Townsville,4810,townsville,(07) 4759 4333,youth.support@queenslanddepartmentofeducation.qld.gov.au,"education_support, training, career_guidance","education, training, school, career, learning, skills",15,25,true,false,education_support_mega,active
